EID,Title,Authors,Year,DOI,Abstract
2-s2.0-85161470614,Clinical Assessment of Judgment in Adults and the Elderly: Development and Validation of the Three Domains of Judgment Test—Clinical Version (3DJT-CV),"Simon Pierre Bernard-Arevalo, Robert Jr Laforce, Olivier Khayat, Vital Bouchard, Marie Andrée Bruneau, Sarah Brunelle, Stéphanie Caron, Laury Chamelian, Marise Chénard, Jean François Côté, Gabrielle Crépeau-Gendron, Marie Claire Doré, Marie Pierre Fortin, Nadine Gagnon, Pierre R. Gagnon, Chloé Giroux, Léonie Jean, Geneviève Létourneau, Émilie Marceau, Vincent Moreau, Michèle Morin, Christine Ouellet, Stéphane Poulin, Steve Radermaker, Katerine Rousseau, Catherine Touchette, Alexandre Dumais",2023,10.3390/jcm12113740,
2-s2.0-85161241610,When Brains Get Left Behind: Borderline Personality and Social Rejection Inscribed in the Rostromedial Frontal Cortex,Michael J. Minzenberg,2023,10.1016/j.bpsc.2023.04.002,
2-s2.0-85161095260,Recalculating the Risk of Prenatal Magnetic Resonance Imaging Research: Previously Unidentified Potential Harms Associated With Urine Pregnancy Testing,"Aviva K. Olsavsky, C. Neill Epperson",2023,10.1016/j.bpsc.2023.04.005,
2-s2.0-85160966855,The low dimensionality of post-stroke cognitive deficits: it’s the lesion anatomy!,"Christoph Sperber, Laura Gallucci, Roza Umarova",2023,10.1093/brain/awac443,
2-s2.0-85159572124,EEG rhythm based emotion recognition using multivariate decomposition and ensemble machine learning classifier,"Raveendrababu Vempati, Lakhan Dev Sharma",2023,10.1016/j.jneumeth.2023.109879,
2-s2.0-85159144109,Neural Basis of Altered Impulsivity in Individuals With Internet Gaming Disorder: State-of-the-art Review,"Hongru Li, Ofir Turel, Qinghua He",2023,10.1007/s40429-023-00481-8,
2-s2.0-85159050056,Eating Russula mushrooms is a matter of semantic knowledge. Comment on “The elicitation of affordance depends on conceptual attributes: evidence from a virtual reality study” by Lai et al. (2023),Giovanni Federico,2023,10.1007/s00221-023-06630-9,
2-s2.0-85153795106,Emotional scene processing in biotypes of psychosis,"R. L. Trotti, D. A. Parker, D. Sabatinelli, M. S. Keshavan, S. K. Keedy, E. S. Gershon, G. D. Pearlson, S. K. Hill, C. A. Tamminga, J. E. McDowell, B. A. Clementz",2023,10.1016/j.psychres.2023.115227,
2-s2.0-85153597520,Side bias behaviour in dogs shows parallels to the hemispatial neglect syndrome,"Henrietta Bolló, Bálint File, József Topál, Anna Kis",2023,10.1016/j.applanim.2023.105921,
2-s2.0-85152932126,A computational model of prefrontal and striatal interactions in perceptual category learning,"Sébastien Hélie, Li Xin Lim, Madison J. Adkins, Thomas S. Redick",2023,10.1016/j.bandc.2023.105970,
2-s2.0-85152622684,Effect of mindfulness-based intervention on endurance performance under pressure and performance-relevant mental attributes an interdisciplinary perspective: Protocol for a mindfulness-based peak performance (MBPP) trial,"Yu Kai Chang, Diane L. Gill, J. David Creswell, Dong Tai Chen, Chi Yen Lin, Chien Heng Chu, Jui Ti Nien",2023,10.1016/j.cct.2023.107175,
2-s2.0-85152582927,Mobile cognition: imaging the human brain in the ‘real world’,"Matthias Stangl, Sabrina L. Maoz, Nanthia Suthana",2023,10.1038/s41583-023-00692-y,
2-s2.0-85151867732,Revisiting the focality of non-invasive brain stimulation – Implications for studies of human cognition,"Ole Numssen, Constantijn L. van der Burght, Gesa Hartwigsen",2023,10.1016/j.neubiorev.2023.105154,
2-s2.0-85151328437,New insights for predicting surgery outcome in patients with temporal lobe epilepsy. A systematic review,"M. Baciu, L. O'Sullivan, L. Torlay, S. Banjac",2023,10.1016/j.neurol.2023.02.067,
2-s2.0-85151285412,Longitudinal Modeling of Age-Dependent Latent Traits with Generalized Additive Latent and Mixed Models,"Øystein Sørensen, Anders M. Fjell, Kristine B. Walhovd",2023,10.1007/s11336-023-09910-z,
2-s2.0-85151093300,Is there an Association between Tuber Involvement of the Fusiform Face Area in Autism Diagnosis?,"Kevin S. Weiner, Ethan H. Willbrand",2023,10.1002/ana.26632,
2-s2.0-85150180533,"For neuroscience, social history matters","Anne George, Nancy Padilla-Coreano, Maya Opendak",2023,10.1038/s41386-023-01566-8,
2-s2.0-85149794190,Moral Thinking and Empathy in Cognitive Behavioral Therapy for Children and Adolescents with Conduct Problems: A Narrative Review,"Walter Matthys, Dennis J.L.G. Schutter",2023,10.1007/s10567-023-00429-4,
2-s2.0-85149660426,"Erratum to “Parental socioeconomic status is linked to cortical microstructure and language abilities in children and adolescents” [Dev. Cogn. Neurosci. 56C (2022) 101132] (Developmental Cognitive Neuroscience (2022) 56, (S1878929322000755), (10.1016/j.dcn.2022.101132))","Linn B. Norbom, Jamie Hanson, Dennis van der Meer, Lia Ferschmann, Espen Røysamb, Tilmann von Soest, Ole A. Andreassen, Ingrid Agartz, Lars T. Westlye, Christian K. Tamnes",2023,10.1016/j.dcn.2023.101225,
2-s2.0-85149219420,Deep Learning Applied to Scientific Discovery: A Hot Interface with Philosophy of Science,"Louis Vervoort, Henry Shevlin, Alexey A. Melnikov, Alexander Alodjants",2023,10.1007/s10838-022-09625-2,
2-s2.0-85147386756,"Corrigendum to “Multiple mechanisms regulate statistical learning of orthographic regularities in school-age children: Neurophysiological evidence” [Dev. Cogn. Neurosci. 59C (2023) 101190] (Developmental Cognitive Neuroscience (2023) 59, (S1878929322001335), (10.1016/j.dcn.2022.101190))","Shelley Xiuli Tong, Rujun Duan, Wei Shen, Yilin Yu, Xiuhong Tong",2023,10.1016/j.dcn.2023.101208,
2-s2.0-85139422255,Investigating the influence of an effort–reward interaction on cognitive fatigue in individuals with multiple sclerosis,"Fareshte Erani, Darshan Patel, Benjamin L. Deck, Roy H. Hamilton, Maria T. Schultheis, John D. Medaglia",2023,10.1111/jnp.12295,
2-s2.0-85139080309,"Corrigendum to “Preferential responses to faces in superior temporal and medial prefrontal cortex in three-year-old children” [Dev. Cogn. Neurosci. 50 (2021) 100984] (Developmental Cognitive Neuroscience (2021) 50, (S1878929321000748), (10.1016/j.dcn.2021.100984))","H. Richardson, J. Taylor, F. Kane-Grade, L. Powell, M. Bosquet Enlow, C. A. Nelson",2023,10.1016/j.dcn.2022.101155,
2-s2.0-85135561907,"A Motivational Theory of Roles, Rewards, and Institutions","Seth Abrutyn, Omar Lizardo",2023,10.1111/jtsb.12360,
2-s2.0-85133558324,Streamlining experiment design in cognitive hearing science using OpenSesame,"Eleonora Sulas, Pierre Yves Hasan, Yue Zhang, François Patou",2023,10.3758/s13428-022-01886-5,
2-s2.0-85148457186,Personality subtypes of depressive disorders and their functional connectivity basis,"Yu Li, Dongtao Wei, Jiang Qiu",2023,10.3724/SP.J.1041.2023.00740,
2-s2.0-85160199963,Neither Enhanced Nor Lost: The Unique Role of Attention in Children’s Neural Representations,"Yaelan Jung, Tess Allegra Forest, Dirk B. Walther, Amy S. Finn",2023,10.1523/JNEUROSCI.0159-23.2023,
2-s2.0-85159377462,Cognitive neuroscience: An abstract sense of number in the infant brain,Daniel C. Hyde,2023,10.1016/j.cub.2023.03.079,
2-s2.0-85158916734,Arc regulates a second-guessing cognitive bias during naturalistic foraging through effects on discrete behavior modules,"Alicia Ravens, Cornelia N. Stacher-Hörndli, Jared Emery, Susan Steinwand, Jason D. Shepherd, Christopher Gregg",2023,10.1016/j.isci.2023.106761,
2-s2.0-85158825442,Emergence of rhythmic chunking in complex stepping of mice,"Kojiro Hirokane, Toru Nakamura, Yasuo Kubota, Dan Hu, Takeshi Yagi, Ann M. Graybiel, Takashi Kitsukawa",2023,10.1016/j.isci.2023.106765,
2-s2.0-85152920979,Dynamic segregation and integration of brain functional networks associated with emotional arousal,"Lv Zhou, Yong Xie, Rong Wang, Yongchen Fan, Ying Wu",2023,10.1016/j.isci.2023.106609,
2-s2.0-85152731601,Hierarchical overlapping modular structure in the human cerebral cortex improves individual identification,"Yongchen Fan, Rong Wang, Chao Yi, Lv Zhou, Ying Wu",2023,10.1016/j.isci.2023.106575,
2-s2.0-85159769202,"Protocol for a prospective, longitudinal study of cognitive impairment in young patients with cancer: A multidisciplinary neuroscience approach (MyBrain)","Barbara Johanne Thomas Nordhjem, Morten Tjørnlund, Birthe Lykke Thomsen, Maiken Hjerming, Troels Wesenberg Kjær, Helle Pappot, Lisa Lyngsie Hjalgrim",2023,10.1136/bmjopen-2022-070534,
2-s2.0-85159764847,The Self-Concept Is Represented in the Medial Prefrontal Cortex in Terms of Self-Importance,"Marie Levorsen, Ryuta Aoki, Kenji Matsumoto, Constantine Sedikides, Keise Izuma",2023,10.1523/JNEUROSCI.2178-22.2023,
2-s2.0-85158072855,"Integrating model development across computational neuroscience, cognitive science, and machine learning","Padraig Gleeson, Sharon Crook, David Turner, Katherine Mantel, Mayank Raunak, Ted Willke, Jonathan D. Cohen",2023,10.1016/j.neuron.2023.03.037,
2-s2.0-85180124219,An Object Recognition-Based Neuroscience Engineering: A Study for Future Implementations,"Mohammed Wasim Bhatt, Sparsh Sharma",2023,10.5152/electrica.2022.22125,
2-s2.0-85160876715,"AVbook, a high-frame-rate corpus of narrative audiovisual speech for investigating multimodal speech perception","Enrico Varano, Pierre Guilleminot, Tobias Reichenbach",2023,10.1121/10.0019460,
2-s2.0-85160526293,Forward and Backward Recalling Sequences in Spatial and Verbal Memory Tasks: What Do We Measure?,"Jeanette Melin, Laura Göschel, Peter Hagell, Albert Westergren, Agnes Flöel, Leslie Pendrill",2023,10.3390/e25050813,
2-s2.0-85159251484,Using in vivo functional and structural connectivity to predict chronic stroke aphasia deficits,"Ying Zhao, Christopher R. Cox, Matthew A. Lambon Ralph, Ajay D. Halai",2023,10.1093/brain/awac388,
2-s2.0-85159246491,The effects of bilateral posterior parietal cortex tRNS on reading performance,"Sara Bertoni, Sandro Franceschini, Gianluca Campana, Andrea Facoetti",2023,10.1093/cercor/bhac440,
2-s2.0-85152163212,Composite Measures of Brain Activation Predict Individual Differences in Behavioral Stroop Interference,"Louisa L. Smith, Hannah R. Snyder, Benjamin L. Hankin, Marie T. Banich",2023,10.1162/jocn_a_01977,
2-s2.0-85152120771,"Integrating Nutrient Biomarkers, Cognitive Function, and Structural MRI Data to Build Multivariate Phenotypes of Healthy Aging","Tanveer Talukdar, Christopher E. Zwilling, Aron K. Barbey",2023,10.1016/j.tjnut.2023.03.016,
2-s2.0-85151941204,Evolving Concepts of Functional Localization,Joseph B. McCaffrey,2023,10.1111/phc3.12914,
2-s2.0-85151353269,Will the real resource theory please stand up! Vigilance is a renewable resource and should be modeled as such,"William S. Helton, James Wen",2023,10.1007/s00221-023-06604-x,
2-s2.0-85150802229,The felt-presence experience: from cognition to the clinic,"Joseph M. Barnby, Sohee Park, Tatiana Baxter, Cherise Rosen, Peter Brugger, Ben Alderson-Day",2023,10.1016/S2215-0366(23)00034-2,
2-s2.0-85150348291,Cognitive issues in patients with IDH mutant gliomas: from neuroscience to clinical neuropsychology,"Michael W. Parsons, David S. Sabsevitz",2023,10.1007/s11060-023-04289-4,
2-s2.0-85149335462,Explainable fMRI-based brain decoding via spatial temporal-pyramid graph convolutional network,"Ziyuan Ye, Youzhi Qu, Zhichao Liang, Mo Wang, Quanying Liu",2023,10.1002/hbm.26255,
2-s2.0-85144932648,A Dense-Layered Deep Neural Model-Based Classification of Brain Hemorrhages Using Head Computer Tomography Images,Ankit Vidyarthi,2023,10.1007/s12559-022-10090-8,
2-s2.0-85131754420,The beauty of diversity in cognitive neuroscience: The case of sex-related effects in language production networks,Andrea Marini,2023,10.1002/jnr.25096,
2-s2.0-85159295295,Heterogeneous Federated Knowledge Graph Embedding Learning and Unlearning,"Xiangrong Zhu, Guangyao Li, Wei Hu",2023,10.1145/3543507.3583305,
2-s2.0-85159058109,Brightening the Study of Listening Effort with Functional Near-Infrared Spectroscopy: A Scoping Review,"Hannah E. Shatzer, Frank A. Russo",2023,10.1055/s-0043-1766105,
2-s2.0-85151399085,Relational complexity influences analogical reasoning ability,"Kevin Leonard, Parisa Sepehri, Breanna Cheri, Debbie M. Kelly",2023,10.1016/j.isci.2023.106392,
2-s2.0-85150443726,Error monitoring when no errors are possible: Arbitrary free-choice decisions invoke error monitoring processes,"Ariel Furstenberg, Haim Sompolinsky, Leon Y. Deouell",2023,10.1016/j.isci.2023.106373,
2-s2.0-85150069263,A phenomenological cartography of misophonia and other forms of sound intolerance,"Nora Andermane, Mathilde Bauer, Ediz Sohoglu, Julia Simner, Jamie Ward",2023,10.1016/j.isci.2023.106299,
2-s2.0-85160012030,Interaction Knowledge: Understanding the 'Mechanics' of Digital Tools,"Miguel A. Renom, Baptiste Caramiaux, Michel Beaudouin-Lafon",2023,10.1145/3544548.3581246,
2-s2.0-85151820815,Promising Alzheimer’s therapies shrink brains,Jennifer Couzin-Frankel,2023,10.1126/science.adi1220,
2-s2.0-85168956966,Extending and Ranking the Audit Judgment Factors in an Emerging Market With an Emphasis on Cognitive Neuroscience,"Reyhaneh Haghighi, Mohammad Ali Bagherpour Velashani, Ali Ghanaei Chamanabad, Mohammad Reza Abbaszadeh",2023,10.22059/ijms.2022.338818.674965,
2-s2.0-85152690888,Towards a “Positive Landscape”: An Integrated Theoretical Model of Landscape Preference Based on Cognitive Neuroscience,"Lu Yan, Daniel Winterbottom, Juanjuan Liu",2023,10.3390/su15076141,
2-s2.0-85152605262,A reliable and robust online validation method for creating a novel 3D Affective Virtual Environment and Event Library (AVEL),"Ifigeneia Mavridou, Emili Balaguer-Ballester, Charles Nduka, Ellen Seiss",2023,10.1371/journal.pone.0278065,
2-s2.0-85152166727,Relating Cognition to both Brain Structure and Function: A Systematic Review of Methods,"Marta Czime Litwińczuk, Nelson Trujillo-Barreto, Nils Muhlert, Lauren Cloutman, Anna Woollams",2023,10.1089/brain.2022.0036,
2-s2.0-85151808826,"Brain Connectivity: A Journal of Clinical Neurology, Neuroscience, & Neuroimaging Advancing the Field of Neurology",Paul Edison,2023,10.1089/brain.2023.29047.editorial,
2-s2.0-85150800714,Test–retest reliability of electroencephalographic and magnetoencephalographic measures elicited during language tasks: A literature review,"Elissa Marie Cocquyt, Heleen Van Laeken, Pieter van Mierlo, Miet De Letter",2023,10.1111/ejn.15948,
2-s2.0-85150751938,The Kinetic Chain Has a Brain: Could Adding Cognitive Demands in Lower Limb Injury Prevention Programs Improve Outcomes?,"Wendy E. Huddleston, Mark O. Probasco, Michaela A. Reyes",2023,10.2519/jospt.2023.11403,
2-s2.0-85150394946,EEG: Current relevance and promising quantitative analyses,"M. Gavaret, A. Iftimovici, E. Pruvost-Robieux",2023,10.1016/j.neurol.2022.12.008,
2-s2.0-85150389925,Stepping inside a dreamachine,Peter Ranscombe,2023,10.1016/S1474-4422(23)00088-1,
2-s2.0-85150000132,Time Courses of Attended and Ignored Object Representations,"Sean Noah, Sreenivasan Meyyappan, Mingzhou Ding, George R. Mangun",2023,10.1162/jocn_a_01972,
2-s2.0-85148744669,Sensory emotion regulation,"Micaela Rodriguez, Ethan Kross",2023,10.1016/j.tics.2023.01.008,
2-s2.0-85148734589,Maximizing the potential of EEG as a developmental neuroscience tool,"George A. Buzzell, Santiago Morales, Emilio A. Valadez, Sabine Hunnius, Nathan A. Fox",2023,10.1016/j.dcn.2023.101201,
2-s2.0-85147984219,Visual and textual explainability for a biometric verification system based on piecewise facial attribute analysis,"Lucia Cascone, Chiara Pero, Hugo Proença",2023,10.1016/j.imavis.2023.104645,
2-s2.0-85147957825,Automated and manual segmentation of the hippocampus in human infants,"J. T. Fel, C. T. Ellis, N. B. Turk-Browne",2023,10.1016/j.dcn.2023.101203,
2-s2.0-85140769434,Multitask-Oriented Brain-Controlled Intelligent Vehicle Based on Human-Machine Intelligence Integration,"Jiarong Wang, Luzheng Bi, Weijie Fei",2023,10.1109/TSMC.2022.3212744,
2-s2.0-85140582341,Experimental evidence for involvement of monocular channels in mental rotation,"Gily Mozes, Shai Gabay",2023,10.3758/s13423-022-02195-w,
2-s2.0-85167358129,An Analysis of Inner Decision Making-Motivational Process Underlying the Effects of Attachment to Deviant Peers on Individual Deviance,Chung Chin Wu,2023,10.53106/102887082023036901003,
2-s2.0-85148113196,Modelling mood updating: A proof of principle study,"James E. Clark, Stuart Watson",2023,10.1192/bjp.2022.175,
2-s2.0-85150925083,Neuronal loss of NCLX-dependent mitochondrial calcium efflux mediates age-associated cognitive decline,"Pooja Jadiya, Henry M. Cohen, Devin W. Kolmetzky, Ashlesha A. Kadam, Dhanendra Tomar, John W. Elrod",2023,10.1016/j.isci.2023.106296,
2-s2.0-85150038678,Novel 31-kHz calls emitted by female Lewis rats during social isolation and social inequality conditions,"Shota Okabe, Yuki Takayanagi, Masahide Yoshida, Tatsushi Onaka",2023,10.1016/j.isci.2023.106243,
2-s2.0-85149695912,Protocol for isolation of melanopsin and rhodopsin in the human eye using silent substitution,"Thomas W. Nugent, Drew D. Carter, Samir Uprety, Prakash Adhikari, Beatrix Feigl, Andrew J. Zele",2023,10.1016/j.xpro.2023.102126,
2-s2.0-85149301554,Stimulus salience conflicts and colludes with endogenous goals during urgent choices,"Emily E. Oor, Terrence R. Stanford, Emilio Salinas",2023,10.1016/j.isci.2023.106253,
2-s2.0-85149072449,Efficient inference of synaptic plasticity rule with Gaussian process regression,"Shirui Chen, Qixin Yang, Sukbin Lim",2023,10.1016/j.isci.2023.106182,
2-s2.0-85148673418,Touching with the eyes: Oculomotor self-touch induces illusory body ownership,"Antonio Cataldo, Massimiliano Di Luca, Ophelia Deroy, Vincent Hayward",2023,10.1016/j.isci.2023.106180,
